season,player_900_plus_mins,team,possession,total_stdev,overall_rank,minutes_played,xg,penalties_taken,non_pkxg,non_pkxg_p90,non_penalty_goals_p90,shots_per_90,shots_on_target_pct,shooting_impact,goal_conversion_pct,goal_threat_stdev,goal_threat_rank,offensive_duels_per_90,offensive_duels_won_pct,offensive_duel_impact,touches_in_box_per_90,key_passes_per_90,passes_to_penalty_area_per_90,accurate_passes_to_penalty_area_pct,penalty_box_passes_impact,xa_per_90,link_play_stdev,link_play_rank
2025.0,A. Søjberg,Monterey Bay FC,47.09,-1.934009469,0.387,1529.0,5.12,2.0,3.64,0.333,0.447,0.436,0.72,0.631,0.525,-0.3980130042,0.45,0.0,0.993,0.553,0.039,0.844,0.759,0.869,0.897,0.652,1.228794699,0.677
2022.0,M. Arteaga,Indy Eleven,46.6,5.614304581,0.805,1560.0,5.65,0.0,5.65,0.635,0.546,0.933,0.879,0.979,0.227,1.585168579,0.67,0.851,0.316,0.585,0.684,0.787,0.649,0.887,0.833,0.78,3.507452081,0.84
2025.0,E. Goldthorp,FC Tulsa,46.6,4.754966188,0.762,1107.0,2.09,0.0,2.09,0.17,0.213,0.642,0.468,0.55,0.128,-2.622605884,0.227,0.528,0.823,0.812,0.415,0.872,0.887,0.16,0.695,0.982,4.022529551,0.876
2025.0,T. Calheira,FC Tulsa,46.6,2.133830374,0.649,3008.0,18.64,6.0,14.2,0.894,0.652,0.801,0.418,0.628,0.78,2.695821903,0.805,0.351,0.326,0.316,0.702,0.745,0.401,0.174,0.223,0.805,0.4019282709,0.596
2022.0,Stéfano Pinho,Indy Eleven,46.6,1.990150435,0.642,2267.0,10.53,1.0,9.79,0.844,0.887,0.496,0.73,0.681,0.94,4.288170662,0.887,0.688,0.106,0.209,0.677,0.241,0.191,0.986,0.642,0.348,-1.095101269,0.418
2022.0,J. Tejada,Indy Eleven,46.6,-3.180285649,0.33,1430.0,1.9,0.0,1.9,0.064,0.149,0.124,0.28,0.145,0.184,-4.145585114,0.124,0.699,0.514,0.631,0.376,0.504,0.202,0.915,0.486,0.411,-0.9273815491,0.443
2023.0,S. Simonsen,Detroit City,46.56,4.356626228,0.738,1386.0,5.12,0.0,5.12,0.663,0.301,0.582,0.216,0.319,0.206,-1.363570949,0.333,1.0,0.252,0.823,0.645,0.982,0.911,0.539,0.89,0.855,4.741257497,0.897
2023.0,D. Suárez,Detroit City,46.56,-4.619582546,0.291,1538.0,5.62,1.0,4.88,0.525,0.259,0.567,0.553,0.56,0.301,-0.8892164937,0.379,0.674,0.716,0.738,0.234,0.011,0.493,0.496,0.507,0.0,-2.980415055,0.191
2023.0,B. Morris,Detroit City,46.56,-5.986668192,0.216,2769.0,5.27,0.0,5.27,0.174,0.326,0.177,0.33,0.199,0.379,-2.467687449,0.241,0.163,0.05,0.046,0.333,0.383,0.44,0.266,0.319,0.348,-1.298222084,0.39
2023.0,Y. Matthews,Detroit City,46.56,-8.116602679,0.092,1081.0,2.3,0.0,2.3,0.266,0.082,0.713,0.004,0.018,0.046,-5.961750491,0.046,0.262,0.23,0.177,0.358,0.039,0.567,0.078,0.216,0.567,-2.118178294,0.298
2024.0,O. Anderson,North Carolina FC,46.54,6.523516464,0.84,2270.0,12.48,2.0,11.0,0.911,0.887,0.957,0.525,0.851,0.578,3.924885161,0.869,0.798,0.865,0.915,0.968,0.613,0.312,0.755,0.472,0.652,0.7429506041,0.635
2024.0,E. Conway,North Carolina FC,46.54,2.01292841,0.645,2421.0,11.13,1.0,10.39,0.833,0.801,0.73,0.592,0.759,0.727,2.954716101,0.826,0.287,0.603,0.472,0.613,0.216,0.344,0.348,0.277,0.17,-2.168090318,0.291
2023.0,W. Martínez,Monterey Bay FC,46.54,-3.431444273,0.326,1850.0,0.66,0.0,0.66,0.014,0.0,0.011,0.117,0.014,0.0,-8.401775198,0.011,0.174,0.844,0.667,0.007,0.72,0.872,0.266,0.741,0.567,0.4099664583,0.599
2024.0,L. Perez,North Carolina FC,46.54,-3.761952986,0.319,2687.0,3.09,1.0,2.35,0.032,0.035,0.326,0.032,0.067,0.057,-6.477880961,0.028,0.216,0.929,0.784,0.025,0.798,0.816,0.621,0.826,0.911,2.916475238,0.809
2023.0,C. Volesky,Monterey Bay FC,46.54,-5.798548559,0.234,2092.0,7.19,2.0,5.71,0.426,0.606,0.298,0.408,0.348,0.89,0.7271631546,0.571,0.053,0.103,0.032,0.316,0.411,0.617,0.67,0.691,0.567,-0.5302088927,0.496
2023.0,S. Okoli,Monterey Bay FC,46.54,-6.681405401,0.152,1185.0,2.78,0.0,2.78,0.319,0.415,0.578,0.174,0.277,0.277,-2.005280848,0.284,0.908,0.096,0.323,0.294,0.33,0.422,0.142,0.209,0.17,-3.099721204,0.177
2024.0,J. Rodriguez,Oakland Roots,46.52,-3.438952865,0.323,2634.0,12.53,3.0,10.31,0.723,0.681,0.762,0.259,0.454,0.606,1.225977441,0.642,0.301,0.408,0.355,0.663,0.28,0.227,0.323,0.191,0.17,-2.337987202,0.27
2024.0,M. Chéry,Oakland Roots,46.52,-10.14350857,0.039,1287.0,2.66,0.0,2.66,0.248,0.167,0.546,0.064,0.135,0.113,-3.885454934,0.138,0.468,0.149,0.188,0.177,0.018,0.085,0.869,0.245,0.043,-5.188681317,0.032
2025.0,R. Cicerone,Sacramento Republic,46.29,5.544407651,0.794,2025.0,7.39,2.0,5.91,0.461,0.518,0.291,0.511,0.404,0.801,0.4206082185,0.539,0.394,0.72,0.638,0.709,0.94,0.741,0.745,0.83,0.855,5.012462603,0.908
2025.0,D. Wanner,Sacramento Republic,46.29,2.972260825,0.667,1088.0,2.57,0.0,2.57,0.33,0.461,0.241,0.738,0.493,0.532,-0.6740319082,0.418,0.213,0.518,0.348,0.436,0.72,0.922,0.174,0.738,0.652,2.309919743,0.762
2025.0,L. Jamieson,Sacramento Republic,46.29,-2.872040465,0.344,928.0,2.95,0.0,2.95,0.532,0.546,0.606,0.645,0.713,0.401,0.4237725307,0.543,0.074,0.44,0.156,0.443,0.06,0.879,0.635,0.904,0.652,0.9331630878,0.66
2025.0,S. Herrera,Sacramento Republic,46.29,-5.52900053,0.248,1561.0,7.74,0.0,7.74,0.929,0.546,0.309,0.174,0.188,0.578,0.9296316351,0.603,0.826,0.27,0.514,0.344,0.33,0.067,0.915,0.248,0.493,-2.731065842,0.227
2024.0,T. Amang,Orange County SC,46.09,-1.131686066,0.429,1182.0,3.67,0.0,3.67,0.496,0.865,0.511,0.809,0.78,0.879,2.993672751,0.833,0.94,0.507,0.77,0.397,0.131,0.046,0.546,0.099,0.0,-4.834581334,0.043
2024.0,E. Zubak,Orange County SC,46.09,-6.678257558,0.156,2683.0,10.82,1.0,10.08,0.684,0.681,0.252,0.546,0.376,0.887,1.761703658,0.688,0.135,0.025,0.021,0.277,0.174,0.344,0.312,0.255,0.089,-3.668120521,0.11
2022.0,J. Adebayo-Smith,New York RB II,45.81,2.489243899,0.656,2657.0,5.88,1.0,5.14,0.177,0.326,0.216,0.518,0.33,0.521,-1.767761353,0.301,0.535,0.738,0.713,0.528,0.766,0.557,0.305,0.44,0.567,-0.1699965949,0.55
2022.0,Z. Ryan,New York RB II,45.81,-11.28113777,0.018,1027.0,2.08,0.0,2.08,0.223,0.103,0.252,0.174,0.149,0.085,-4.356658314,0.096,0.865,0.043,0.184,0.301,0.383,0.699,0.085,0.333,0.348,-2.121159298,0.294
2023.0,M. McNulty,Orange County SC,45.73,-0.04277684855,0.5,1151.0,4.66,0.0,4.66,0.759,0.415,0.674,0.621,0.741,0.259,0.3400941595,0.532,0.34,0.567,0.507,0.713,0.957,0.684,0.862,0.848,0.652,4.106350941,0.883
2023.0,T. Amang,Orange County SC,45.73,-0.8000889144,0.454,1609.0,5.5,2.0,4.02,0.365,0.77,0.532,0.89,0.833,0.908,2.601810597,0.794,0.965,0.305,0.681,0.316,0.312,0.152,0.043,0.06,0.17,-4.14331475,0.082
2023.0,L. Blackstock,Pittsburgh Riverhounds,45.69,6.89747263,0.862,1207.0,0.43,0.0,0.43,0.011,0.0,0.032,0.986,0.294,0.0,-6.560270081,0.025,0.238,0.996,0.993,0.057,0.894,0.968,0.645,0.957,0.926,5.506046413,0.933
2023.0,T. Showunmi,Pittsburgh Riverhounds,45.69,6.020670463,0.823,1175.0,5.59,0.0,5.59,0.897,0.606,0.39,0.489,0.447,0.578,1.617562245,0.677,0.95,0.167,0.479,0.819,0.911,0.858,0.457,0.823,0.855,3.975001596,0.865
2024.0,J. Etou,Pittsburgh Riverhounds,45.69,5.335232029,0.791,2615.0,3.01,0.0,3.01,0.039,0.06,0.039,0.092,0.028,0.156,-5.77014452,0.053,0.252,0.989,0.957,0.248,0.667,0.897,0.294,0.766,0.745,2.778994905,0.805
2023.0,J. Etou,Pittsburgh Riverhounds,45.69,4.171627648,0.72,2179.0,1.54,0.0,1.54,0.021,0.039,0.014,0.681,0.046,0.135,-6.23565396,0.035,0.181,1.0,0.986,0.082,0.638,0.83,0.152,0.585,0.745,0.6076171122,0.621
2023.0,A. Dikwa,Pittsburgh Riverhounds,45.69,3.508211495,0.695,2551.0,13.9,3.0,11.68,0.883,0.979,0.773,0.585,0.773,0.975,6.154279188,0.965,0.621,0.44,0.528,0.787,0.191,0.174,0.362,0.167,0.248,-1.751324438,0.34
2025.0,P. Goodrum,Louisville City,45.69,3.208391304,0.674,1938.0,10.28,1.0,9.54,0.926,0.957,0.94,0.674,0.908,0.784,5.560694819,0.94,0.184,0.489,0.284,0.95,0.216,0.174,0.195,0.124,0.567,-0.887289346,0.45
2025.0,R. Serrano,Louisville City,45.69,2.981266837,0.67,2221.0,4.32,0.0,4.32,0.184,0.447,0.206,0.56,0.358,0.564,-1.367017189,0.33,0.145,0.947,0.773,0.284,0.844,0.982,0.642,0.989,0.968,6.130530234,0.957
2024.0,E. Kizza,Pittsburgh Riverhounds,45.69,0.4375170323,0.532,2746.0,10.75,1.0,10.01,0.652,0.713,0.27,0.798,0.543,0.901,2.433582397,0.773,0.408,0.372,0.387,0.592,0.55,0.255,0.787,0.45,0.248,-0.9245473846,0.447
2023.0,E. Kizza,Pittsburgh Riverhounds,45.69,-5.158756738,0.266,1677.0,4.35,0.0,4.35,0.397,0.362,0.106,0.879,0.479,0.553,-0.7547824326,0.408,0.415,0.348,0.362,0.177,0.28,0.163,0.851,0.383,0.089,-2.866888363,0.202
2024.0,K. Sterling,Pittsburgh Riverhounds,45.69,-5.564120382,0.245,1220.0,5.18,1.0,4.44,0.649,0.387,0.234,0.34,0.238,0.436,-0.7300609822,0.415,0.461,0.415,0.44,0.174,0.312,0.461,0.546,0.539,0.248,-3.109593383,0.174
2024.0,E. Johnson,Pittsburgh Riverhounds,45.69,-7.054695416,0.124,1009.0,3.18,0.0,3.18,0.518,0.259,0.362,0.046,0.089,0.227,-2.700077542,0.22,0.915,0.301,0.624,0.564,0.043,0.287,0.546,0.365,0.348,-3.335127021,0.16
2024.0,A. Bibout,FC Tulsa,45.55,-7.45117517,0.11,1093.0,3.67,0.0,3.67,0.582,0.652,0.762,0.131,0.28,0.426,-0.1585112562,0.472,0.603,0.16,0.22,0.238,0.16,0.418,0.443,0.415,0.248,-3.198288322,0.167
2024.0,S. Stojanovic,FC Tulsa,45.55,-9.824849628,0.043,2560.0,7.87,1.0,7.13,0.44,0.167,0.305,0.376,0.323,0.248,-2.265372384,0.252,0.085,0.018,0.004,0.39,0.28,0.376,0.312,0.298,0.248,-2.823868564,0.209
2024.0,E. Collier,Indy Eleven,45.37,9.697260305,0.929,914.0,2.52,0.0,2.52,0.433,0.904,0.348,0.379,0.362,0.954,2.51261638,0.78,0.734,0.358,0.557,0.922,0.812,0.755,0.085,0.404,0.89,3.671799443,0.858
2023.0,D. Martìnez,Indy Eleven,45.37,1.895610587,0.638,2395.0,5.94,0.0,5.94,0.358,0.206,0.064,0.784,0.344,0.326,-2.145401411,0.259,0.351,0.404,0.394,0.429,0.72,0.915,0.486,0.879,0.567,3.096116658,0.819
2024.0,D. Martìnez,Indy Eleven,45.37,-1.289415034,0.418,2086.0,3.26,0.0,3.26,0.106,0.227,0.032,0.152,0.032,0.801,-2.905092411,0.202,0.103,0.188,0.074,0.429,0.894,0.975,0.103,0.73,0.887,3.38584792,0.837
2024.0,A. Williams,Indy Eleven,45.37,-5.917180934,0.227,2544.0,11.11,1.0,10.37,0.773,0.631,0.848,0.571,0.816,0.415,1.61497544,0.674,0.589,0.138,0.199,0.567,0.113,0.216,0.131,0.121,0.089,-3.537662466,0.124
2024.0,R. Williams,Indy Eleven,45.37,-6.295799848,0.195,1987.0,6.97,2.0,5.49,0.436,0.167,0.695,0.248,0.415,0.142,-2.373357901,0.248,0.596,0.067,0.124,0.585,0.535,0.677,0.546,0.713,0.652,0.4266229023,0.606
2023.0,S. Guenzatti,Indy Eleven,45.37,-6.386020123,0.184,3217.0,9.51,1.0,8.77,0.422,0.606,0.128,0.759,0.408,0.851,0.686267488,0.567,0.511,0.277,0.312,0.461,0.312,0.085,0.433,0.113,0.248,-2.416250884,0.259
2025.0,K. Edwards,Hartford Athletic,45.2,6.799643063,0.858,1282.0,9.15,2.0,7.67,0.986,0.975,0.933,0.791,0.936,0.943,7.687434118,0.986,0.188,0.55,0.337,0.801,0.812,0.252,0.043,0.074,0.567,-0.540227151,0.493
2025.0,E. Samadia,Hartford Athletic,45.2,-0.4289098248,0.475,2269.0,0.34,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,-9.447777057,0.0,0.255,0.918,0.791,0.004,0.706,1.0,0.301,0.954,0.986,4.33129556,0.89
2025.0,M. Dieng,Hartford Athletic,45.2,-4.185213235,0.312,1649.0,9.24,2.0,7.76,0.89,0.518,0.539,0.67,0.688,0.709,2.164175942,0.745,0.277,0.585,0.457,0.248,0.411,0.326,0.135,0.156,0.17,-3.513747035,0.128
2025.0,A. Obalola,Hartford Athletic,45.2,-6.494540226,0.177,1022.0,1.24,0.0,1.24,0.053,0.259,0.021,0.316,0.043,0.908,-2.48094696,0.234,0.309,0.624,0.521,0.085,0.191,0.78,0.546,0.77,0.043,-3.400686017,0.145
2023.0,T. Oluwaseyi,San Antonio,45.03,11.41735505,0.968,2410.0,14.33,0.0,14.33,0.982,0.982,0.979,0.567,0.918,0.773,6.828931115,0.979,0.78,0.667,0.755,0.936,0.638,0.27,0.645,0.376,0.745,0.639419828,0.631
2023.0,J. Dhillon,San Antonio,45.03,3.431142945,0.684,981.0,3.44,0.0,3.44,0.61,0.532,0.89,0.809,0.933,0.227,1.11544776,0.631,0.755,0.262,0.45,0.982,0.865,0.688,0.064,0.234,0.567,1.711027283,0.72
2023.0,I. Jome,San Antonio,45.03,3.350109715,0.677,1377.0,0.24,0.0,0.24,0.004,0.0,0.007,0.014,0.004,0.0,-9.041817263,0.004,0.326,0.986,0.982,0.011,0.996,0.989,0.528,0.968,0.855,4.086073095,0.879
2023.0,I. Bailone,San Antonio,45.03,-2.56564825,0.351,1374.0,3.98,0.0,3.98,0.457,0.652,0.465,0.22,0.255,0.61,-0.1109199113,0.489,0.645,0.578,0.656,0.809,0.241,0.706,0.124,0.429,0.089,-2.03611996,0.305
2023.0,S. Patiño,San Antonio,45.03,-4.300168373,0.309,1244.0,5.78,1.0,5.04,0.762,0.833,0.922,0.355,0.706,0.663,2.591963136,0.791,0.564,0.17,0.234,0.759,0.113,0.539,0.241,0.379,0.043,-3.431918573,0.142
2025.0,Rodrigo Da Costa,North Carolina FC,44.88,1.446622674,0.599,930.0,1.55,0.0,1.55,0.124,0.301,0.326,0.174,0.195,0.277,-3.062458457,0.195,0.326,0.901,0.83,0.085,0.883,0.89,0.142,0.677,0.968,4.003844743,0.869
2025.0,O. Anderson,North Carolina FC,44.88,0.6004907468,0.546,1389.0,7.48,0.0,7.48,0.968,0.77,0.876,0.259,0.539,0.436,2.524157517,0.784,0.812,0.44,0.66,0.858,0.695,0.433,0.067,0.138,0.411,-1.086138479,0.422
2025.0,E. Conway,North Carolina FC,44.88,-2.480088874,0.358,1601.0,5.92,0.0,5.92,0.667,0.918,0.621,0.511,0.578,0.89,3.403766466,0.855,0.082,0.472,0.174,0.691,0.312,0.085,0.961,0.348,0.043,-2.488398345,0.245
2025.0,J. Servania,North Carolina FC,44.88,-9.558864187,0.05,1491.0,0.43,0.0,0.43,0.007,0.142,0.004,0.943,0.05,0.968,-3.067785073,0.191,0.004,0.975,0.429,0.0,0.089,0.677,0.816,0.809,0.043,-3.596075934,0.117
2025.0,P. Burner,North Carolina FC,44.88,-14.78424154,0.0,1768.0,0.74,0.0,0.74,0.018,0.0,0.028,0.011,0.007,0.0,-8.70741319,0.007,0.011,0.504,0.064,0.014,0.241,0.812,0.195,0.592,0.089,-2.898973261,0.199
2024.0,Luis Pedro,Miami,44.7,0.3147974657,0.528,923.0,1.49,0.0,1.49,0.117,0.546,0.177,0.968,0.777,0.752,0.262939888,0.525,0.805,0.365,0.589,0.018,0.241,0.784,0.266,0.631,0.855,-1.426233405,0.379
2024.0,A. Gavilanes,Miami,44.7,-4.526061093,0.298,2740.0,4.15,0.0,4.15,0.096,0.213,0.411,0.294,0.326,0.174,-3.330971224,0.17,0.663,0.876,0.887,0.021,0.16,0.589,0.142,0.33,0.411,-3.679692166,0.106
2024.0,F. López,Miami,44.7,-6.347796233,0.188,1926.0,7.17,0.0,7.17,0.677,0.652,0.752,0.145,0.298,0.418,0.1398379155,0.514,0.635,0.635,0.684,0.365,0.55,0.191,0.195,0.128,0.652,-2.405373895,0.262
2024.0,M. Lawrence,Miami,44.7,-6.840188998,0.145,1088.0,1.34,0.0,1.34,0.057,0.461,0.039,0.968,0.252,0.982,-0.1363291156,0.482,0.876,0.645,0.809,0.035,0.174,0.149,0.043,0.057,0.248,-6.585681856,0.0
2022.0,C. Volesky,Monterey Bay FC,43.94,-0.9724523473,0.433,1871.0,8.53,0.0,8.53,0.879,0.681,0.603,0.887,0.848,0.55,2.689539936,0.801,0.199,0.135,0.092,0.809,0.667,0.128,0.681,0.213,0.745,0.2412715362,0.589
2022.0,S. Adeniran,San Antonio,43.42,10.84122643,0.954,1929.0,8.57,0.0,8.57,0.862,0.933,0.993,0.652,0.975,0.496,4.685764277,0.911,0.961,0.702,0.872,0.972,0.216,0.83,0.121,0.546,0.411,-0.06944406512,0.564
2022.0,E. Collier,San Antonio,43.42,4.623097084,0.752,1355.0,4.48,0.0,4.48,0.564,0.518,0.706,0.667,0.791,0.301,0.2948344812,0.528,0.972,0.699,0.876,0.752,0.411,0.777,0.426,0.706,0.248,-0.1260532972,0.557
2022.0,S. Patiño,San Antonio,43.42,4.580421944,0.748,1196.0,7.77,2.0,6.29,0.954,0.986,0.965,0.631,0.926,0.933,7.233125209,0.982,0.681,0.202,0.319,0.723,0.667,0.525,0.468,0.528,0.652,-0.07603381673,0.56
2022.0,I. Bailone,San Antonio,43.42,3.737600859,0.706,969.0,2.94,0.0,2.94,0.479,0.933,0.557,0.926,0.865,0.947,4.608655227,0.901,0.518,0.291,0.351,0.628,0.433,0.699,0.035,0.142,0.248,-2.06405849,0.301
2022.0,J. Dhillon,San Antonio,43.42,0.6061669519,0.55,2386.0,6.49,2.0,5.01,0.259,0.301,0.379,0.411,0.397,0.337,-2.004293688,0.287,0.578,0.195,0.266,0.592,0.872,0.525,0.468,0.528,0.911,2.504394765,0.787
2025.0,M. Foster,Indy Eleven,43.0,4.38663255,0.741,1663.0,2.44,0.0,2.44,0.089,0.213,0.287,0.089,0.117,0.216,-3.970306055,0.131,0.762,0.961,0.975,0.684,0.411,0.89,0.394,0.816,0.348,1.453448303,0.702
2025.0,E. Amoh,Indy Eleven,43.0,-1.41438667,0.404,1233.0,5.46,0.0,5.46,0.858,0.713,0.557,0.699,0.709,0.656,2.431162842,0.77,0.73,0.394,0.567,0.592,0.461,0.06,0.762,0.163,0.248,-2.375688311,0.266
2025.0,R. Williams,Indy Eleven,43.0,-5.83101634,0.23,1339.0,3.77,0.0,3.77,0.447,0.791,0.496,0.131,0.191,0.787,0.5398039881,0.55,0.794,0.092,0.252,0.365,0.241,0.482,0.401,0.443,0.745,-1.221543902,0.397
2025.0,E. Kizza,Indy Eleven,43.0,-11.05655511,0.028,1217.0,3.77,0.0,3.77,0.489,0.387,0.188,0.238,0.156,0.468,-1.328421746,0.337,0.025,0.053,0.011,0.5,0.131,0.216,1.0,0.84,0.0,-1.928834467,0.323
