season,player,team,position,minutes_played,overall_percentile,goal_threat_percentile,link_play_percentile,total_stdev,goal_threat_stdev,link_play_stdev,non_pkxg_p90,non_penalty_goals_p90,shots_per_90,shots_on_target_pct,offensive_duels_won_pct,touches_in_box_per_90,key_passes_per_90,xa_per_90,xg,non_pkxg,goal_conversion_pct,offensive_duels_per_90,offensive_duel_impact,passes_to_penalty_area_per_90,accurate_passes_to_penalty_area_pct,penalties_taken,possession,shooting_impact,penalty_box_passes_impact,overall_percentile_z,goal_threat_percentile_z,link_play_percentile_z,total_stdev_z,goal_threat_stdev_z,link_play_stdev_z,non_pkxg_p90_z,non_penalty_goals_p90_z,shots_per_90_z,shots_on_target_pct_z,offensive_duels_won_pct_z,touches_in_box_per_90_z,key_passes_per_90_z,xa_per_90_z,xg_z,non_pkxg_z,goal_conversion_pct_z,offensive_duels_per_90_z,offensive_duel_impact_z,passes_to_penalty_area_per_90_z,accurate_passes_to_penalty_area_pct_z,penalties_taken_z,possession_z,shooting_impact_z,penalty_box_passes_impact_z
2025.0,A. Dikwa,Rhode Island,ST,1942.0,0.305,0.504,0.344,-4.385543917,0.07256926375,-1.749184792,0.535,0.415,0.188,0.901,0.649,0.734,0.638,0.411,6.19,6.19,0.525,0.145,0.372,0.241,0.021,0.0,51.67,0.582,0.039,-0.6830279184302092,0.00466011679300348,-0.5477959405116254,-0.6991964325885639,0.01314531785704165,-0.5237194730033143,0.1123167562342321,-0.26424593023778137,-1.0684793866108286,1.392278927471733,0.5180786298694854,0.8032249521050975,0.5017846019438494,-0.20051360287728548,-0.10163900170383217,0.08257503378864527,0.09163124562796672,-1.231813759480421,-0.4442621028104212,-0.8915555409739061,-1.631977266697874,-0.6065793064596254,0.6090438488788736,0.27609162762531914,-1.5959974942058381
2023.0,T. Reid,Oakland Roots,ST,1044.0,0.922,0.27,0.901,9.631398255,-2.112928651,4.767253575,0.454,0.227,0.777,0.259,0.872,0.592,0.894,0.493,2.96,2.96,0.117,0.918,0.943,0.84,0.787,0.0,51.64,0.465,0.908,1.4591142834033741,-0.8030934606608892,1.389576613395424,1.5127254737559908,-0.6221474773588281,1.4161212770185014,-0.1668442335073996,-0.907062408250481,0.9552664409115706,-0.8345150899699112,1.289574686369621,0.3114974805406116,1.3842813575278008,0.07828445453581129,-0.9166976392366032,-0.8822939656745407,-1.3113916066088511,1.4451657083838525,1.534251128312981,1.1792911149664815,1.0205222154321494,-0.6065793064596254,0.6005466918057558,-0.12863191457109435,1.4115777094044815
2023.0,J. Rodriguez,Oakland Roots,ST,2072.0,0.507,0.89,0.33,0.09361041851,4.288956515,-1.820373541,0.486,0.833,0.411,0.982,0.624,0.351,0.383,0.348,8.57,6.35,0.961,0.582,0.652,0.454,0.17,3.0,51.64,0.94,0.28,0.01828930161903533,1.3371083257554077,-0.5964911213997737,0.0076295980134517384,1.2387884193585048,-0.5449112388845975,-0.0565584103995946,1.1649949623649234,-0.3022734111651666,1.6732295745321273,0.4315880405757482,-0.5230540733117903,-0.37726490068860213,-0.41471211040198175,0.49893052068873583,0.13037040218310625,1.5909399798810364,0.2815627314079197,0.5259370297894959,-0.1551776816829168,-1.1160211011138355,1.3760145356652205,0.6005466918057558,1.5144764832348585,-0.761905866967533
2023.0,A. Peláez,Oakland Roots,ST,1450.0,0.443,0.872,0.309,-0.8053474985,3.965393997,-1.989044207,0.957,0.833,0.887,0.557,0.284,0.826,0.216,0.411,8.4,7.66,0.67,0.465,0.294,0.121,0.819,1.0,51.64,0.826,0.294,-0.20391021364409162,1.2749734351820312,-0.6695338927319965,-0.1342290673870756,1.1447334513349738,-0.5951218313605532,1.5667110484684115,1.1649949623649234,1.333215576781628,0.19910580909178677,-0.7446839738190774,1.1218089477665951,-0.9529561435890704,-0.20051360287728548,0.4560326976606953,0.5216949809127577,0.5902545632121299,-0.1236204480747709,-0.7145318611775411,-1.3064163067716466,1.1313315932757009,0.05428530758198985,0.6005466918057558,1.1201304677614299,-0.7134524114433163
2025.0,J. Tejada,Colorado Springs,ST,2159.0,0.014,0.206,0.011,-11.74329464,-2.898027108,-5.761284021,0.135,0.227,0.071,0.422,0.429,0.096,0.096,0.0,3.76,3.76,0.379,0.305,0.369,0.128,0.106,0.0,51.61,0.17,0.082,-1.6933413393922394,-1.0240175160328941,-1.706045600208299,-1.8602749193170305,-0.8503643014980773,-1.7180580271678842,-1.2662560326133316,-0.907062408250481,-1.4704798311271625,-0.26914526934220406,-0.24303855591540177,-1.406085800417029,-1.3666264977690477,-1.5979038662526848,-0.7148255308693535,-0.6433171237022347,-0.41043085345677693,-0.6777171037775961,-0.4546570935168489,-1.282216095433445,-1.3376398568009396,-0.6065793064596254,0.5920495347326381,-1.1490887089979493,-1.4471761665243146
2024.0,B. Morris,Detroit City,ST,2890.0,0.567,0.369,0.745,0.7727629802,-0.9547591438,1.857852468,0.22,0.606,0.28,0.206,0.309,0.199,0.571,0.745,5.82,5.82,0.702,0.273,0.245,0.805,0.617,0.0,51.44,0.181,0.798,0.22660134717821664,-0.46135156250731923,0.8469731692131983,0.11480221886887382,-0.2854842672971337,0.5500385324784915,-0.9733093149832245,0.38882825753044026,-0.7523764729740532,-1.0183469948365889,-0.6581933845253402,-1.0494102400568737,0.270818654193362,0.9350784846345963,-0.1950048518236852,-0.027951755623546338,0.7002955712307036,-0.7885364349181609,-0.8843167093825265,1.0582900582754742,0.4318473956382798,-0.6065793064596254,0.5438989779849722,-1.111037777680338,1.0308719874284917
2024.0,E. Amoh,Detroit City,ST,1154.0,0.372,0.475,0.362,-2.136191769,-0.1462819985,-1.596939166,0.794,0.415,0.546,0.355,0.021,0.67,0.33,0.493,4.81,4.81,0.309,0.773,0.089,0.121,0.195,0.0,51.44,0.429,0.092,-0.4504128008891231,-0.09544609579743629,-0.4851878507982916,-0.344240891630199,-0.050471594880771735,-0.47839835543961917,1.0049426370130294,-0.26424593023778137,0.16157325558444974,-0.5015365453057402,-1.6545649731891923,0.581601302949273,-0.559969307118092,0.07828445453581129,-0.4498683886373382,-0.32966001861358296,-0.6511455584974074,0.9430156141531673,-1.424856226116766,-1.3064163067716466,-1.0294512746735607,-0.6065793064596254,0.5438989779849722,-0.25316223524691406,-1.4125665554355884
2024.0,C. Rutz,Detroit City,ST,1239.0,0.28,0.557,0.163,-4.926476172,0.5551337399,-3.276465669,0.823,0.387,0.326,0.809,0.355,0.216,0.018,0.043,5.28,5.28,0.337,0.06,0.11,0.766,0.223,0.0,51.44,0.674,0.571,-0.769824604079868,0.18761285014794515,-1.1773550648512587,-0.7845574114668935,0.1534198671284758,-0.9783668608980607,1.1048891642044776,-0.35998455462265144,-0.5943250161556655,1.073174488835236,-0.4990507002248638,-0.9905414582498578,-1.6355122279860328,-1.4517048849263048,-0.3312685249715788,-0.18926112395485295,-0.5548596764811552,-1.5261776078225469,-1.3520912911717722,0.9234603093912084,-0.9324930690604529,-0.6065793064596254,0.5438989779849722,0.5943357804635251,0.24523381571440336
2023.0,M. Foster,Colorado Springs,ST,2578.0,0.883,0.184,0.936,7.269234089,-3.115535717,5.566537065,0.142,0.167,0.337,0.507,0.904,0.887,0.933,0.652,5.28,4.54,0.145,0.56,0.883,0.869,0.702,1.0,51.35,0.418,0.918,1.3237114537899062,-1.0999601600670206,1.5113145656157954,1.1399678065670134,-0.9135909242564579,1.6540553442803787,-1.2421310088084991,-1.1122166033609173,-0.5565301025686598,0.025679483745864175,1.4002826406656046,1.3330439883682408,1.5187242226362936,0.6188806878124258,-0.3312685249715788,-0.41031470277923615,-1.2151057245925987,0.20537444124878157,1.3263513141844274,1.2795491333676021,0.7261848055352144,0.05428530758198985,0.5184075067656211,-0.29121316656452567,1.4461873204932079
2025.0,I. Sacko,Phoenix Rising,ST,2255.0,0.596,0.365,0.83,1.446571661,-1.003612489,3.207413686,0.252,0.532,0.188,0.337,0.787,0.379,0.894,0.805,4.67,4.67,0.709,0.323,0.706,0.745,0.943,0.0,51.35,0.216,0.929,0.32728550253182115,-0.47515931596806954,1.1426224817483852,0.22113155685557584,-0.29968523176307515,0.9517815856443124,-0.8630234918754193,0.13580475022756922,-1.0684793866108286,-0.563970022430272,0.9955066827709147,-0.426093726806117,1.3842813575278008,1.1390770632295453,-0.4851960076016068,-0.3714809659587365,0.7243670417347666,-0.6153812300110282,0.713046862505194,0.8508596753766037,1.5607179324194644,-0.6065793064596254,0.5184075067656211,-0.9899666325788469,1.4842578926908068
2023.0,J. Tejada,Colorado Springs,ST,1818.0,0.592,0.535,0.376,1.306633836,0.3843240714,-1.466195859,0.34,0.571,0.277,0.872,0.794,0.298,0.241,0.348,4.37,4.37,0.67,0.599,0.794,0.429,0.695,0.0,51.35,0.635,0.564,0.31339803282787565,0.11167020611381841,-0.4364926699101431,0.1990488845547637,0.10376795439092734,-0.43947813853162543,-0.5597374783289552,0.26915497704935243,-0.7626841766796002,1.291691658771098,1.019724047773161,-0.7065861577689575,-0.8667748198015751,-0.41471211040198175,-0.5608980482393254,-0.4610972816983512,0.5902545632121299,0.3404355010763449,1.0179665898937396,-0.24160700789077946,0.7019452541319373,-0.6065793064596254,0.5184075067656211,0.4594279330647204,0.2210070879522949
2023.0,R. Williams,Colorado Springs,ST,2048.0,0.535,0.922,0.486,0.4542101096,5.175441909,-0.6232938641,0.869,0.851,0.713,0.855,0.06,0.628,0.504,0.348,12.91,9.21,0.965,0.695,0.145,0.518,0.525,5.0,51.35,0.887,0.553,0.11550158954665346,1.4475703534414102,-0.05388767721754815,0.06453347521830737,1.4964769671587088,-0.188559531480569,1.2634250349219476,1.2265412208980544,0.7353687618599005,1.2327267081534843,-1.5196396538909624,0.436160783190763,0.03985270644287487,-0.41471211040198175,1.5940867085810657,0.9847126122341009,1.604695105883358,0.6728934944980398,-1.2308163995967825,0.06608139340921144,0.11327043433806819,2.697743763748451,0.5184075067656211,1.3311401777954577,0.18293651575469627
2025.0,R. Cabral,Phoenix Rising,ST,1241.0,0.138,0.759,0.28,-6.898269804,2.38522148,-2.228559814,0.922,0.387,0.638,0.706,0.294,0.401,0.461,0.089,8.31,6.09,0.752,0.05,0.067,0.447,0.546,3.0,51.35,0.77,0.511,-1.262829778569931,0.8849043999158352,-0.7704024817145896,-1.0957132595750392,0.685400038810048,-0.666421843507942,1.4460859294442499,-0.35998455462265144,0.4776761692212251,0.7159162586226354,-0.7100877381015825,-0.34991059740880226,-0.1083791704716169,-1.2953059746701774,0.4333220854693797,0.05270292854210684,0.8722346462597255,-1.5608086488039734,-1.5010861579639023,-0.17937789302111834,0.18598908854789917,1.3760145356652205,0.5184075067656211,0.926416635599044,0.03757614918204551
2025.0,D. Formella,Phoenix Rising,ST,1215.0,0.035,0.018,0.571,-10.14996011,-6.687166622,0.02823300237,0.046,0.06,0.078,0.007,0.319,0.199,0.489,0.652,1.41,1.41,0.096,0.27,0.255,0.468,0.748,0.0,51.35,0.011,0.638,-1.6204321234465258,-1.6729819286881582,0.24176163531763878,-1.6088412251635118,-1.9518126337365114,0.005389723332129563,-1.5729884781319146,-1.4780749179745283,-1.4464285224808862,-1.7085837697133603,-0.6235971488078452,-1.0494102400568737,-0.01185608782962232,0.6188806878124258,-1.3078248491981495,-1.3453115969958838,-1.3836060181210403,-0.7989257472125889,-0.8496667403611008,-0.10677725900651369,0.8854732861853203,-0.6065793064596254,0.5184075067656211,-1.6990976253161527,0.47711821000887006
2023.0,M. Dyer,FC Tulsa,ST,2120.0,0.787,0.362,0.826,5.306753525,-1.012007146,3.188416541,0.83,0.227,0.84,0.238,0.674,0.83,0.865,0.805,9.08,9.08,0.11,0.837,0.819,0.624,0.468,0.0,51.06,0.486,0.603,0.9904121808952158,-0.4855151310636323,1.1287095729232,0.830281592767956,-0.3021254377565997,0.9461264357096958,1.12901418800931,-0.907062408250481,1.171728218728058,-0.9073541466151986,0.6045692191632227,1.1356604258388343,1.2843110219343061,1.1390770632295453,0.6276239897728575,0.9458788754136009,-1.3354630771129141,1.164654276434297,1.1045915124473034,0.4325417365305488,-0.0841087699457586,-0.6065793064596254,0.43626832172548624,-0.05598922751019972,0.35598457119832777
2023.0,P. Goodrum,FC Tulsa,ST,2834.0,0.525,0.511,0.461,0.3076436843,0.1055748777,-0.757899207,0.465,0.301,0.681,0.592,0.688,0.752,0.461,0.348,12.77,8.33,0.578,0.84,0.826,0.287,0.546,6.0,51.06,0.738,0.365,0.08078291528678984,0.02882368534931653,-0.14084335737495599,0.0414047868868904,0.022739574892290282,-0.2286294154605029,-0.12893348181409156,-0.65403890094761,0.6254199223340658,0.3205042368339322,0.6530039491677152,0.8655566034301732,-0.1083791704716169,-0.41471211040198175,1.5587590896167969,0.721838086064564,0.27388666515872956,1.1750435887287252,1.1288464907623013,-0.732525580751439,0.18598908854789917,3.358608377790066,0.43626832172548624,0.8157230172205375,-0.4677241727133592
2024.0,D. Rivera,Tampa Bay Rowdies,ST,1294.0,1.0,0.645,0.972,17.91746011,1.33536332,7.198584576,0.695,0.812,0.908,0.16,0.968,0.989,0.812,0.926,4.95,4.95,0.468,0.986,1.0,0.826,0.95,0.0,50.91,0.433,0.961,1.72991994263031,0.49138342628445164,1.6365307450424624,2.8202946646321885,0.3802213788144449,2.1398901039309917,0.6637458717732573,1.0931909940762712,1.4053695027204574,-1.1778992141548377,1.6216985492575715,1.686256679210336,1.1016066155048165,1.5504741967293587,-0.41454076967306935,-0.2878390712684292,-0.10437929990511809,1.680656787057553,1.731755951735107,1.1308906922900783,1.5849574838227414,-0.6065793064596254,0.3937825363598975,-0.23932553294960077,1.5950086481747308
2024.0,C. Jennings,Tampa Bay Rowdies,ST,2932.0,0.879,0.879,0.617,7.166282292,4.148800785,0.5578946641,0.943,0.904,0.975,0.539,0.83,0.996,0.365,0.567,15.16,15.16,0.482,0.294,0.73,0.351,0.195,0.0,50.91,0.89,0.199,1.3098239840859607,1.2991370037383443,0.40176008680726955,1.1237216572794226,1.1980471654427325,0.16306163201637303,1.5184610008587467,1.407760759912273,1.6355748854776742,0.13667233196725465,1.1442704963561423,1.7104967658367545,-0.4393154538155987,0.3298827014695813,2.161852013363956,2.7621028744031273,-0.056236358896992134,-0.7158112488571653,0.7962067881566155,-0.5112665056593108,-1.0294512746735607,-0.6065793064596254,0.3937825363598975,1.3415177045184425,-1.0422437167862164
2024.0,M. Arteaga,Tampa Bay Rowdies,ST,3110.0,0.585,0.798,0.603,0.9619824842,2.653174503,0.4157799696,0.741,0.631,0.89,0.688,0.638,0.773,0.383,0.567,17.5,12.32,0.72,0.16,0.376,0.613,0.709,7.0,50.91,0.883,0.716,0.28909496084597114,1.0195299961581508,0.35306490591912104,0.14466171039487274,0.7632901268395691,0.12075633270377979,0.8222817424907272,0.47430917215978874,1.343523280487175,0.6534827814981032,0.48002277058024106,0.9382768633094282,-0.37726490068860213,0.3298827014695813,2.7523279303381614,1.9137350854014405,0.7621936382411515,-1.179867198008281,-0.430402115201851,0.3945128329990892,0.7504243569384913,4.019472991831681,0.3937825363598975,1.3173034754981443,0.7470731765009354
2024.0,J. Pérez,Tampa Bay Rowdies,ST,1911.0,0.447,0.039,0.894,-0.8037095155,-6.017609762,4.403607736,0.113,0.046,0.121,0.043,0.911,0.06,0.872,0.968,3.05,3.05,0.039,0.128,0.691,0.94,0.681,0.0,50.91,0.057,0.95,-0.19002274394014618,-1.6004912230192192,1.3652290229513497,-0.13397058801008585,-1.7571820892392778,1.307869655912043,-1.3420775359999477,-1.5259442301669635,-1.2986847693680457,-1.5837168154642962,1.424500005667851,-1.5307491030671803,1.3084417925948049,1.6932732017458227,-0.8939870270452877,-0.8554090709526563,-1.579616563654125,-1.2906865291488463,0.6610719089730556,1.5250084197979317,0.6534661513253838,-0.6065793064596254,0.3937825363598975,-1.5399755488970501,1.5569380759771319
2022.0,T. Freeman,Loudoun United,ST,1309.0,0.996,0.862,0.943,17.09401911,3.613984729,5.860192542,0.699,0.887,0.954,0.645,0.819,0.553,0.72,0.926,5.75,5.01,0.67,0.787,0.894,0.855,0.762,1.0,50.78,0.915,0.922,1.7160324729263645,1.2404540515301554,1.535662156059869,2.6903528296633152,1.0425838337920899,1.7414719403823908,0.6775315996617329,1.3496337379643162,1.5634209595388449,0.5043361417006101,1.106214637066898,0.17644556933628125,0.7844593439668337,1.5504741967293587,-0.21266866130581963,-0.2699158081205064,0.5902545632121299,0.9914990715271645,1.3644662801079956,1.2311487106911991,0.9339523889918743,0.05428530758198985,0.35696152237639,1.4279970938766509,1.4600311649286983
2022.0,S. Simonsen,Loudoun United,ST,1837.0,0.869,0.092,0.904,7.024594317,-4.39501267,4.929900029,0.121,0.121,0.301,0.213,0.84,0.106,0.95,0.947,2.99,2.99,0.092,0.996,0.989,0.904,0.631,0.0,50.78,0.209,0.911,1.2751053098260972,-1.4175384896642778,1.4000112950143129,1.1013628052614592,-1.2855164632376448,1.4645385567573108,-1.3145060802229964,-1.2695014862789182,-0.6802225470352241,-0.9940673092881598,1.1788667320736372,-1.3714571052364313,1.57732752281179,1.6218736992375906,-0.9091274351728312,-0.8733323341005792,-1.397361144123362,1.7152878280389796,1.6936409858115389,1.40055019005861,0.48032649844483377,-0.6065793064596254,0.35696152237639,-1.0141808615991452,1.4219605927310994
2022.0,A. Liadi,Loudoun United,ST,1199.0,0.149,0.021,0.284,-6.795988569,-6.587028551,-2.212411763,0.11,0.0,0.096,0.096,0.493,0.11,0.667,0.411,1.91,1.91,0.0,0.624,0.564,0.301,0.801,0.0,50.78,0.078,0.479,-1.224639236884081,-1.6626261135925955,-0.7564895728894044,-1.079572927287987,-1.922703937450982,-0.6616148238448907,-1.3524168319163044,-1.6832291130849644,-1.384582300247604,-1.3998849105976183,-0.0216226473234346,-1.3576056271641923,0.601754937537344,-0.20051360287728548,-1.1816547814686185,-1.1959510707631924,-1.713729042176762,0.4270131035299114,0.22101730240095027,-0.6841251580750359,1.0690013182387033,-0.6065793064596254,0.35696152237639,-1.4673328618361552,-0.0731746063018789
2025.0,B. Jacquesson,Pittsburgh Riverhounds,ST,1015.0,0.273,0.121,0.489,-5.026476334,-4.189377985,-0.5744016295,0.273,0.103,0.762,0.103,0.362,0.358,0.592,0.411,2.19,2.19,0.053,0.691,0.518,0.819,0.195,0.0,50.64,0.245,0.621,-0.7941276760617725,-1.317432277073838,-0.043452995598659186,-0.8003377825529392,-1.225741419324172,-0.17400508567824188,-0.7906484204609221,-1.3310477448120492,0.9037279223838355,-1.3756052250491893,-0.4748333352226174,-0.498813986685372,0.343210966174858,-0.20051360287728548,-1.1109995435400812,-1.1123091760728854,-1.5314736226459988,0.6590410781054692,0.06162744490239272,1.1066904809518767,-1.0294512746735607,-0.6065793064596254,0.3173081227018419,-0.8896505409233254,0.4182818711580352
2025.0,A. Williams,Pittsburgh Riverhounds,ST,3037.0,0.057,0.348,0.057,-9.354429524,-1.279772217,-4.560022004,0.472,0.259,0.539,0.291,0.074,0.379,0.043,0.17,11.33,9.11,0.376,0.652,0.142,0.174,0.096,3.0,50.64,0.39,0.089,-1.544051040074826,-0.5338422681762583,-1.5460471487186687,-1.4833037499604274,-0.3799608908442888,-1.360461303191994,-0.10480845800925936,-0.7976468375249152,0.13752194693817332,-0.7235222417485209,-1.4712049238864695,-0.426093726806117,-1.5493309041985375,-1.0199078935669965,1.1953892945557474,0.9548405069875622,-0.4207471979585182,0.5239800182779059,-1.2412113903032103,-1.123186135210978,-1.3722677873770495,1.3760145356652205,0.3173081227018419,-0.3880700826457186,-1.4229494387622064
2022.0,P. Goodrum,Memphis 901,ST,2866.0,0.965,0.996,0.73,11.38695524,8.514633061,1.755920403,1.0,0.993,0.911,0.894,0.656,0.975,0.592,0.411,19.51,18.77,0.904,0.848,0.805,0.557,0.862,1.0,50.62,0.968,0.752,1.6084045827207873,1.7030137924652906,0.7947997611187535,1.7897584318225954,2.4671317851738723,0.5196949671311677,1.7149076232695246,1.7120728159927534,1.4156772064260044,1.367999241923304,0.5422959948717319,1.6377765059574994,0.343210966174858,-0.20051360287728548,3.2595316026108767,3.8404858738031584,1.3949294343479517,1.2027484215138664,1.0560815558173078,0.2009111422934772,1.280231694752974,0.05428530758198985,0.31164335131976273,1.6113333993160517,0.8716677764203503
2022.0,D. Borczak,Memphis 901,ST,1334.0,0.798,0.383,0.61,5.552914125,-0.8535764309,0.4365045723,0.84,0.326,0.823,0.156,0.5,0.954,0.411,0.089,5.76,5.76,0.152,0.901,0.734,0.794,0.312,0.0,50.62,0.387,0.656,1.0286027225810657,-0.41302442539469314,0.3774124963631953,0.8691265859867038,-0.25607190864333057,0.12692571950394688,1.1634785077304992,-0.5685579863182615,1.113317897729958,-1.1917733201825116,0.0025947176788118295,1.5650562460782445,-0.2807418180466075,-1.2953059746701774,-0.21014525995122907,-0.04587501877146944,-1.1910342540885357,1.3862929387154272,0.8100667757651858,1.0202611547440146,-0.6243044869330742,-0.6065793064596254,0.31164335131976273,-0.39844760936870355,0.5394155099685776
2024.0,N. Fuson,Rhode Island,ST,3070.0,0.901,0.316,0.947,8.367179882,-1.535476141,6.070774716,0.149,0.479,0.156,0.287,0.762,0.436,0.94,0.805,7.01,5.53,0.684,0.543,0.727,0.954,0.706,2.0,50.57,0.177,0.975,1.3862050674576607,-0.6443042958622607,1.5495750648850544,1.3132274463454248,-0.4542903420550481,1.8041589266388793,-1.2180059850036669,-0.04541478878664951,-1.1784282261366636,-0.7373963477761947,0.9090160934771774,-0.22871016427671076,1.5428549932967919,1.1390770632295453,0.10527990937259869,-0.11458086083850731,0.6383975042202561,0.14650167158035635,0.7858117974501878,1.5734088424743349,0.7400359777656583,0.7151499216236052,0.2974814228645678,-1.1248744799776513,1.6434621036989479
2024.0,JJ Williams,Rhode Island,ST,2198.0,0.66,0.734,0.613,2.813052096,1.996659956,0.4773069222,0.631,0.73,0.67,0.5,0.163,0.855,0.461,0.493,9.42,7.94,0.752,0.709,0.28,0.546,0.546,2.0,50.57,0.621,0.599,0.5494850177949483,0.7986059407861458,0.3878471779820843,0.43676689098754684,0.5724507950568068,0.13907193444146454,0.4431742255576473,0.8128135940920083,0.5876250087470601,0.0013997981974350113,-1.163298426000765,1.2222321637903284,-0.1083791704716169,0.07828445453581129,0.7134196358289386,0.6053368756030648,0.8722346462597255,0.7213769518720371,-0.7630418178075368,0.16288223876201763,0.18598908854789917,0.7151499216236052,0.2974814228645678,0.4109994750241239,0.34214072676283724
2023.0,W. Leggett,Loudoun United,ST,1265.0,0.613,0.447,0.078,1.601508071,-0.4384635996,-4.156727555,0.383,0.362,0.606,0.904,0.887,0.823,0.113,0.17,3.25,3.25,0.227,0.823,0.926,0.035,0.021,0.0,50.57,0.872,0.011,0.3863072487735893,-0.19210037002268832,-1.4730043773864459,0.24558105769278182,-0.13540458192262875,-1.2404069172885548,-0.4115409035278422,-0.4454654692519999,0.36772732969539007,1.4026845069924885,1.3414690399458633,1.1114203392124158,-1.3080231975935508,-1.0199078935669965,-0.8435189999534751,-0.7956648604595797,-0.9331256415450032,1.1161708190603,1.4753461809765578,-1.603733188926694,-1.631977266697874,-0.6065793064596254,0.2974814228645678,1.2792525441805327,-1.6929044052542717
2023.0,T. Williamson,Loudoun United,ST,2125.0,0.493,0.28,0.582,-0.1249947316,-2.019193824,0.1463915097,0.376,0.227,0.681,0.309,0.255,0.784,0.667,0.17,6.14,5.4,0.195,0.954,0.592,0.582,0.457,1.0,50.57,0.475,0.567,-0.03031684234477373,-0.7685740770090134,0.2800221345868983,-0.02686705000254385,-0.5949001119635069,0.040563644202957536,-0.43566592733267456,-0.907062408250481,0.6254199223340658,-0.6610887646239888,-0.8450130573998124,0.9763684280080855,0.601754937537344,-1.0199078935669965,-0.11425600847678545,-0.153414597659007,-1.043166649563577,1.5698374559169879,0.31803721566094206,0.2873404685013395,-0.1221994935794796,0.05428530758198985,0.2974814228645678,-0.0940401588278113,0.2313899712789128
2024.0,A. Dikwa,Rhode Island,ST,2665.0,0.489,0.755,0.528,-0.1541562111,2.354025415,-0.334552752,0.816,0.73,0.482,0.663,0.61,0.592,0.72,0.411,12.03,11.29,0.738,0.266,0.454,0.631,0.181,1.0,50.57,0.599,0.408,-0.04420431204871918,0.8710966464550849,0.09219786544689734,-0.03146883222693781,0.6763317916157455,-0.10260586416827334,1.0807641403996453,0.8128135940920083,-0.05832442346722031,0.5667696188251423,0.38315331057125535,0.3114974805406116,0.7844593439668337,-0.20051360287728548,1.372027389377091,1.6060524013620963,0.8240917052515994,-0.8127781636051595,-0.16013235683473118,0.45674194786875033,-1.0779303774801148,0.05428530758198985,0.2974814228645678,0.3348976123889007,-0.31890284503183597
2024.0,M. Doyle,Rhode Island,ST,1322.0,0.457,0.443,0.372,-0.7823391019,-0.4546449673,-1.474163363,0.755,0.167,0.241,0.936,0.709,0.773,0.018,0.248,5.35,5.35,0.17,0.539,0.702,0.706,0.266,0.0,50.57,0.745,0.56,-0.15530406968028254,-0.20590812348343862,-0.4504055787353284,-0.13059826290454973,-0.14010827266841686,-0.44184993859551175,0.870531790100392,-1.1122166033609173,-0.8863766211461646,1.513677355213879,0.7256560441744544,0.9382768633094282,-1.6355122279860328,-0.7547097413935631,-0.3136047154894446,-0.16835065028227636,-1.1291361870780878,0.1326492551877857,0.6991868748966237,0.7160299264923379,-0.78359296758318,-0.6065793064596254,0.2974814228645678,0.8399372462408359,0.20716324351680473
2023.0,Z. Ryan,Loudoun United,ST,2519.0,0.27,0.546,0.408,-5.142105744,0.5076118871,-1.136948252,0.401,0.461,0.443,0.805,0.085,0.209,0.535,0.17,9.61,6.65,0.702,0.426,0.106,0.227,0.957,4.0,50.57,0.716,0.589,-0.8045432783397316,0.14964152813088177,-0.32518939930866103,-0.8185845029758575,0.13960594834347317,-0.3414663276411614,-0.34950512802970174,-0.1069610473197802,-0.19232457163933156,1.0593003828075622,-1.4331490645972251,-1.0147815448762763,0.1467175479393691,-1.0199078935669965,0.7613642615661603,0.21998671792272126,0.7002955712307036,-0.25868150790233463,-1.3659512787803425,-0.9399559636503091,1.6091970352260185,2.0368791497068357,0.2974814228645678,0.7396211545853144,0.30753111567411084
2024.0,Marlon,Memphis 901,ST,2316.0,0.812,0.61,0.734,5.739094719,0.9425651495,1.793468331,0.67,0.606,0.812,0.457,0.73,0.702,0.84,0.805,9.31,8.57,0.429,0.975,0.908,0.716,0.234,1.0,50.52,0.684,0.521,1.077208866544875,0.37056558350288643,0.8087126699439388,0.8985065270146034,0.2660406028876146,0.5308723920849799,0.5775850724702848,0.38882825753044026,1.0755229841429526,-0.14774684160005824,0.7983081391811937,0.6924131275271851,1.1981296981468108,1.1390770632295453,0.685662220928442,0.7935311386562559,-0.23849177842775518,1.6425626419779837,1.4129762367379914,0.750601656975483,-0.8944023454267319,0.05428530758198985,0.28331949440937293,0.6289275362068084,0.07218576027077188
2022.0,A. Dikwa,Pittsburgh Riverhounds,ST,2636.0,0.699,0.844,0.585,3.564368962,3.124309641,0.1696406871,0.848,0.755,0.511,0.908,0.323,0.833,0.411,0.411,11.42,11.42,0.723,0.436,0.333,0.447,0.397,0.0,50.52,0.84,0.426,0.684887847408416,1.1783191609567791,0.2904568162057873,0.5553272884065522,0.9002423319752454,0.047484557006091895,1.1910499635074505,0.8982945087213567,0.041316712353067685,1.4165586130201624,-0.6097586545208473,1.1460490343930134,-0.2807418180466075,-0.20051360287728548,1.218099906747063,1.644886138182596,0.7725099827428928,-0.22405046692090802,-0.579396981993981,-0.17937789302111834,-0.32996707703613937,-0.6065793064596254,0.28331949440937293,1.1685589258020264,-0.2566055450721285
