season,player,team,position,minutes_played,overall_percentile,total_stdev,goal_threat_percentile,link_play_percentile,non_pkxg_p90,non_penalty_goals_p90,shots_per_90,shots_on_target_pct,offensive_duels_won_pct,touches_in_box_per_90,key_passes_per_90,xa_per_90
2022.0,W. Harris,Louisville City,ST,2448.0,0.819,5.809835116,0.918,0.539,0.94,0.918,0.961,0.77,0.223,0.84,0.461,0.348
2022.0,M. Salazar,LA Galaxy II,ST,1925.0,0.816,5.761104675,0.358,0.926,0.567,0.415,0.592,0.255,0.727,0.574,0.957,0.947
2022.0,J. Kiesewetter,New Mexico United,ST,1005.0,0.809,5.654152469,0.326,0.663,0.287,0.259,0.216,0.897,0.979,0.741,0.855,0.652
2022.0,M. Arteaga,Indy Eleven,ST,1560.0,0.805,5.614304581,0.67,0.84,0.635,0.546,0.933,0.879,0.316,0.684,0.787,0.78
2022.0,D. Borczak,Memphis 901,ST,1334.0,0.798,5.552914125,0.383,0.61,0.84,0.326,0.823,0.156,0.5,0.954,0.411,0.089
2022.0,J. Gómez,El Paso Locomotive,ST,2504.0,0.759,4.669687584,0.245,0.727,0.344,0.167,0.794,0.248,0.631,0.713,0.798,0.805
2022.0,E. Collier,San Antonio,ST,1355.0,0.752,4.623097084,0.528,0.557,0.564,0.518,0.706,0.667,0.699,0.752,0.411,0.248
2022.0,S. Patiño,San Antonio,ST,1196.0,0.748,4.580421944,0.982,0.56,0.954,0.986,0.965,0.631,0.202,0.723,0.667,0.652
2022.0,C. Jennings,Las Vegas Lights,ST,2285.0,0.745,4.410804018,0.621,0.5,0.55,0.73,0.713,0.294,0.66,0.309,0.461,0.567
2022.0,A. Apodaca,Charleston Battery,ST,1797.0,0.727,4.274797125,0.56,0.887,0.819,0.571,0.865,0.273,0.723,0.986,0.926,0.78
2022.0,P. Botello Faz,Detroit City,ST,2296.0,0.713,4.035890314,0.599,0.691,0.546,0.606,0.142,0.592,0.383,0.848,0.504,0.493
2022.0,R. Parkes,Miami,ST,1298.0,0.709,3.844862995,0.741,0.674,0.73,0.695,0.904,0.748,0.468,0.652,0.745,0.493
2022.0,I. Bailone,San Antonio,ST,969.0,0.706,3.737600859,0.901,0.301,0.479,0.933,0.557,0.926,0.291,0.628,0.433,0.248
2022.0,D. Formella,Oakland Roots,ST,2499.0,0.702,3.713702295,0.213,0.922,0.23,0.167,0.128,0.681,0.436,0.582,0.855,0.652
2022.0,A. Dikwa,Pittsburgh Riverhounds,ST,2636.0,0.699,3.564368962,0.844,0.585,0.848,0.755,0.511,0.908,0.323,0.833,0.411,0.411
2022.0,JJ Williams,Phoenix Rising,ST,2318.0,0.691,3.507010649,0.83,0.553,0.752,0.876,0.929,0.504,0.539,0.663,0.695,0.745
2022.0,D. Suárez,FC Tulsa,ST,2174.0,0.688,3.449172009,0.465,0.794,0.408,0.546,0.801,0.284,0.748,0.156,0.837,0.805
2022.0,J. Adebayo-Smith,New York RB II,ST,2657.0,0.656,2.489243899,0.301,0.55,0.177,0.326,0.216,0.518,0.738,0.528,0.766,0.567
2022.0,Stéfano Pinho,Indy Eleven,ST,2267.0,0.642,1.990150435,0.887,0.418,0.844,0.887,0.496,0.73,0.106,0.677,0.241,0.348
2022.0,R. Dally,Hartford Athletic,ST,1116.0,0.635,1.788726443,0.582,0.755,0.801,0.447,0.348,0.809,0.184,0.482,0.805,0.78
2022.0,S. Rivas,New Mexico United,ST,1569.0,0.624,1.68368157,0.188,0.699,0.071,0.131,0.078,0.965,0.922,0.074,0.571,0.493
2022.0,D. Kelly,Pittsburgh Riverhounds,ST,1104.0,0.621,1.670846495,0.947,0.23,0.996,0.947,0.858,0.316,0.273,0.957,0.16,0.043
2022.0,O. Karlsson,Oakland Roots,ST,2981.0,0.617,1.663753432,0.915,0.479,0.901,0.713,0.876,0.94,0.199,0.773,0.351,0.411
2022.0,Duba,Tampa Bay Rowdies,ST,1386.0,0.61,1.595000138,0.787,0.248,0.908,0.77,0.73,0.277,0.433,0.894,0.096,0.248
2022.0,D. Martìnez,Sacramento Republic,ST,1946.0,0.603,1.490882405,0.277,0.844,0.099,0.167,0.071,0.762,0.259,0.557,0.894,0.652
2022.0,F. López,Rio Grande Valley,ST,1505.0,0.571,0.7934284152,0.748,0.624,0.748,0.713,0.94,0.73,0.617,0.943,0.613,0.805
2022.0,J. Dhillon,San Antonio,ST,2386.0,0.55,0.6061669519,0.287,0.787,0.259,0.301,0.379,0.411,0.195,0.592,0.872,0.911
2022.0,A. Carleton,San Diego Loyal,ST,1022.0,0.543,0.5496191046,0.078,0.546,0.078,0.0,0.142,0.564,0.933,0.085,0.383,0.089
2022.0,E. Amoh,Colorado Springs,ST,2755.0,0.511,0.2462139971,0.738,0.234,0.603,0.812,0.681,0.482,0.287,0.39,0.096,0.089
2022.0,L. Archimède,Sacramento Republic,ST,1285.0,0.496,-0.08414654526,0.628,0.482,0.904,0.362,0.918,0.422,0.837,0.911,0.592,0.248
2022.0,J. Conway,Atlanta United II,ST,2121.0,0.472,-0.4468265032,0.883,0.252,0.865,0.876,0.968,0.869,0.738,0.546,0.174,0.17
2022.0,K. Greig,Tampa Bay Rowdies,ST,899.0,0.465,-0.6892527376,0.589,0.337,0.95,0.326,0.823,0.578,0.546,0.652,0.706,0.089
2022.0,C. Volesky,Monterey Bay FC,ST,1871.0,0.433,-0.9724523473,0.801,0.589,0.879,0.681,0.603,0.887,0.135,0.809,0.667,0.745
2022.0,F. Atuahene,Detroit City,ST,858.0,0.415,-1.349547958,0.422,0.152,0.851,0.362,0.996,0.121,0.248,0.979,0.06,0.0
2022.0,A. Williams,Charleston Battery,ST,2944.0,0.411,-1.361234216,0.816,0.468,0.872,0.833,0.89,0.33,0.128,0.617,0.706,0.248
2022.0,G. Hurst,Phoenix Rising,ST,2109.0,0.376,-2.134745188,0.401,0.773,0.468,0.479,0.365,0.34,0.862,0.5,0.922,0.78
2022.0,E. Torres,Orange County SC,ST,2235.0,0.348,-2.850896484,0.606,0.404,0.638,0.546,0.706,0.475,0.344,0.589,0.461,0.348
2022.0,J. Tejada,Indy Eleven,ST,1430.0,0.33,-3.180285649,0.124,0.443,0.064,0.149,0.124,0.28,0.514,0.376,0.504,0.411
2022.0,D. Iskenderian,Las Vegas Lights,ST,1305.0,0.284,-4.868097672,0.032,0.099,0.074,0.06,0.273,0.018,0.592,0.046,0.0,0.567
2022.0,N. Brett,New Mexico United,ST,1993.0,0.262,-5.348052292,0.578,0.535,0.709,0.631,0.691,0.387,0.397,0.67,0.613,0.411
2022.0,B. Brown,FC Tulsa,ST,1331.0,0.181,-6.455998129,0.344,0.44,0.787,0.326,0.926,0.085,0.372,0.936,0.241,0.248
2022.0,S. Okoli,Orange County SC,ST,1617.0,0.17,-6.566292364,0.372,0.071,0.312,0.415,0.411,0.532,0.401,0.163,0.078,0.248
2022.0,A. Liadi,Loudoun United,ST,1199.0,0.149,-6.795988569,0.021,0.284,0.11,0.0,0.096,0.096,0.493,0.11,0.667,0.411
2022.0,J. Obregón,Hartford Athletic,ST,1299.0,0.117,-7.21968967,0.635,0.028,0.887,0.695,0.78,0.149,0.479,0.408,0.018,0.089
2022.0,C. Repetto,Miami,ST,937.0,0.096,-8.077046781,0.291,0.383,0.362,0.301,0.156,0.422,0.174,0.177,0.667,0.652
2022.0,K. Murphy,Miami,ST,2345.0,0.082,-8.550581409,0.72,0.021,0.805,0.606,0.652,0.621,0.06,0.387,0.131,0.0
2022.0,C. Torres,Las Vegas Lights,ST,908.0,0.078,-8.565946263,0.145,0.007,0.025,0.131,0.046,0.979,0.557,0.028,0.078,0.043
2022.0,Z. Ryan,New York RB II,ST,1027.0,0.018,-11.28113777,0.096,0.294,0.223,0.103,0.252,0.174,0.043,0.301,0.383,0.348
2023.0,C. Jennings,Tampa Bay Rowdies,ST,2265.0,0.989,16.32149008,0.989,0.706,0.745,1.0,0.851,0.954,0.943,0.887,0.812,0.745
2023.0,R. Cicerone,Sacramento Republic,ST,3185.0,0.982,13.95179632,0.897,0.816,0.738,0.887,0.642,0.95,0.706,0.514,0.89,0.652
2023.0,T. Oluwaseyi,San Antonio,ST,2410.0,0.968,11.41735505,0.979,0.631,0.982,0.982,0.979,0.567,0.667,0.936,0.638,0.745
2023.0,Danny Trejo,Phoenix Rising,ST,3382.0,0.957,11.12682456,0.876,0.695,0.56,0.918,0.266,0.777,0.801,0.567,0.535,0.411
2023.0,T. Reid,Oakland Roots,ST,1044.0,0.922,9.631398255,0.27,0.901,0.454,0.227,0.777,0.259,0.872,0.592,0.894,0.493
2023.0,C. François,Rio Grande Valley,ST,2151.0,0.911,9.024168079,0.273,0.766,0.418,0.149,0.504,0.716,0.652,0.865,0.855,0.652
2023.0,T. Moshobane,San Diego Loyal,ST,2063.0,0.904,8.499427525,0.652,0.915,0.379,0.695,0.128,0.809,0.599,0.426,0.805,0.926
2023.0,P. Saydee,Hartford Athletic,ST,2800.0,0.897,8.282492544,0.496,0.748,0.262,0.546,0.408,0.773,0.957,0.333,0.777,0.805
2023.0,Rodrigo Da Costa,Memphis 901,ST,3211.0,0.894,7.633754317,0.709,0.94,0.507,0.73,0.39,0.72,0.805,0.365,0.883,0.926
2023.0,M. Foster,Colorado Springs,ST,2578.0,0.883,7.269234089,0.184,0.936,0.142,0.167,0.337,0.507,0.904,0.887,0.933,0.652
2023.0,L. Blackstock,Pittsburgh Riverhounds,ST,1207.0,0.862,6.89747263,0.025,0.933,0.011,0.0,0.032,0.986,0.996,0.057,0.894,0.926
2023.0,T. Showunmi,Pittsburgh Riverhounds,ST,1175.0,0.823,6.020670463,0.677,0.865,0.897,0.606,0.39,0.489,0.167,0.819,0.911,0.855
2023.0,M. Dyer,FC Tulsa,ST,2120.0,0.787,5.306753525,0.362,0.826,0.83,0.227,0.84,0.238,0.674,0.83,0.865,0.805
2023.0,E. Collier,San Diego Loyal,ST,1012.0,0.784,5.118734209,0.181,0.723,0.195,0.259,0.149,0.138,0.734,0.277,0.766,0.911
2023.0,Z. Lewis,Sacramento Republic,ST,1111.0,0.773,4.872473188,0.255,0.95,0.284,0.447,0.596,0.124,0.567,0.284,0.926,0.947
2023.0,D. Formella,Phoenix Rising,ST,2611.0,0.77,4.834655877,0.585,0.784,0.291,0.532,0.216,0.809,0.351,0.266,0.72,0.411
2023.0,S. Simonsen,Detroit City,ST,1386.0,0.738,4.356626228,0.333,0.897,0.663,0.301,0.582,0.216,0.252,0.645,0.982,0.855
2023.0,R. Damus,San Diego Loyal,ST,2148.0,0.73,4.330072277,0.972,0.188,0.965,0.911,0.738,0.943,0.535,0.798,0.28,0.17
2023.0,A. Hoppenot,Hartford Athletic,ST,2220.0,0.723,4.233686554,0.199,0.77,0.323,0.142,0.053,0.592,0.961,0.408,0.812,0.78
2023.0,J. Etou,Pittsburgh Riverhounds,ST,2179.0,0.72,4.171627648,0.035,0.621,0.021,0.039,0.014,0.681,1.0,0.082,0.638,0.745
2023.0,A. Dikwa,Pittsburgh Riverhounds,ST,2551.0,0.695,3.508211495,0.965,0.34,0.883,0.979,0.773,0.585,0.44,0.787,0.191,0.248
2023.0,J. Dhillon,San Antonio,ST,981.0,0.684,3.431142945,0.631,0.72,0.61,0.532,0.89,0.809,0.262,0.982,0.865,0.567
2023.0,I. Jome,San Antonio,ST,1377.0,0.677,3.350109715,0.004,0.879,0.004,0.0,0.007,0.014,0.986,0.011,0.996,0.855
2023.0,D. Martìnez,Indy Eleven,ST,2395.0,0.638,1.895610587,0.259,0.819,0.358,0.206,0.064,0.784,0.404,0.429,0.72,0.567
2023.0,W. Leggett,Loudoun United,ST,1265.0,0.613,1.601508071,0.447,0.078,0.383,0.362,0.606,0.904,0.887,0.823,0.113,0.17
2023.0,J. Tejada,Colorado Springs,ST,1818.0,0.592,1.306633836,0.535,0.376,0.34,0.571,0.277,0.872,0.794,0.298,0.241,0.348
2023.0,E. Conway,San Diego Loyal,ST,2539.0,0.578,0.895191785,0.706,0.348,0.645,0.77,0.39,0.45,0.475,0.348,0.28,0.17
2023.0,L. Archimède,Sacramento Republic,ST,867.0,0.574,0.852803142,0.936,0.149,0.702,0.968,0.872,0.809,0.234,0.915,0.28,0.043
2023.0,B. Avila,Charleston Battery,ST,1474.0,0.564,0.7651171355,0.149,0.319,0.156,0.259,0.259,0.032,0.869,0.27,0.351,0.652
2023.0,F. López,Rio Grande Valley,ST,1188.0,0.557,0.6633764084,0.624,0.638,0.394,0.755,0.443,0.578,0.532,0.894,0.844,0.745
2023.0,JJ Williams,Tampa Bay Rowdies,ST,2481.0,0.553,0.6144582342,0.819,0.365,0.791,0.862,0.649,0.461,0.227,0.461,0.571,0.567
2023.0,K. Edwards,Hartford Athletic,ST,1379.0,0.539,0.4785187504,0.713,0.213,0.66,0.479,0.585,0.72,0.574,0.617,0.383,0.493
2023.0,R. Williams,Colorado Springs,ST,2048.0,0.535,0.4542101096,0.922,0.486,0.869,0.851,0.713,0.855,0.06,0.628,0.504,0.348
2023.0,P. Goodrum,FC Tulsa,ST,2834.0,0.525,0.3076436843,0.511,0.461,0.465,0.301,0.681,0.592,0.688,0.752,0.461,0.348
2023.0,N. Pickering,Memphis 901,ST,1210.0,0.518,0.2566871186,0.493,0.504,0.5,0.571,0.372,0.316,0.177,0.45,0.312,0.411
2023.0,C. Pinzón,Rio Grande Valley,ST,1663.0,0.514,0.2519050066,0.11,0.872,0.163,0.131,0.443,0.053,0.528,0.128,0.812,0.805
2023.0,J. Rodriguez,Oakland Roots,ST,2072.0,0.507,0.09361041851,0.89,0.33,0.486,0.833,0.411,0.982,0.624,0.351,0.383,0.348
2023.0,M. McNulty,Orange County SC,ST,1151.0,0.5,-0.04277684855,0.532,0.883,0.759,0.415,0.674,0.621,0.567,0.713,0.957,0.652
2023.0,T. Williamson,Loudoun United,ST,2125.0,0.493,-0.1249947316,0.28,0.582,0.376,0.227,0.681,0.309,0.255,0.784,0.667,0.17
2023.0,L. Solignac,El Paso Locomotive,ST,1887.0,0.486,-0.2267767597,0.663,0.642,0.592,0.652,0.663,0.546,0.234,0.77,0.667,0.493
2023.0,J. Agudelo,Birmingham Legion,ST,3300.0,0.482,-0.2674511853,0.174,0.656,0.316,0.167,0.099,0.316,0.156,0.546,0.365,0.567
2023.0,W. Harris,Louisville City,ST,2061.0,0.468,-0.5524748445,0.592,0.507,0.429,0.77,0.652,0.387,0.408,0.791,0.695,0.348
2023.0,T. Amang,Orange County SC,ST,1609.0,0.454,-0.8000889144,0.794,0.082,0.365,0.77,0.532,0.89,0.305,0.316,0.312,0.17
2023.0,A. Peláez,Oakland Roots,ST,1450.0,0.443,-0.8053474985,0.872,0.309,0.957,0.833,0.887,0.557,0.284,0.826,0.216,0.411
2023.0,J. Gómez,El Paso Locomotive,ST,2546.0,0.436,-0.9534000926,0.177,0.092,0.309,0.259,0.216,0.074,0.78,0.195,0.113,0.17
2023.0,R. Zacarías,El Paso Locomotive,ST,1646.0,0.383,-1.94144694,0.156,0.752,0.085,0.213,0.078,0.234,0.241,0.138,0.933,0.567
2023.0,M. Arteaga,Phoenix Rising,ST,2999.0,0.369,-2.158882933,0.762,0.312,0.809,0.812,0.787,0.351,0.138,0.528,0.613,0.348
2023.0,J. Rivas,Miami,ST,1779.0,0.355,-2.551973631,0.66,0.511,0.202,0.571,0.677,0.865,0.773,0.259,0.241,0.567
2023.0,I. Bailone,San Antonio,ST,1374.0,0.351,-2.56564825,0.489,0.305,0.457,0.652,0.465,0.22,0.578,0.809,0.241,0.089
2023.0,D. Bruce,New Mexico United,ST,1165.0,0.337,-3.081449703,0.351,0.567,0.543,0.415,0.663,0.22,0.791,0.418,0.504,0.493
2023.0,W. Martínez,Monterey Bay FC,ST,1850.0,0.326,-3.431444273,0.011,0.599,0.014,0.0,0.011,0.117,0.844,0.007,0.72,0.567
2023.0,S. Herrera,Sacramento Republic,ST,1437.0,0.316,-4.184179177,0.411,0.472,0.372,0.149,0.489,0.78,0.543,0.461,0.667,0.652
2023.0,S. Patiño,San Antonio,ST,1244.0,0.309,-4.300168373,0.791,0.142,0.762,0.833,0.922,0.355,0.17,0.759,0.113,0.043
2023.0,N. Brett,Birmingham Legion,ST,1962.0,0.294,-4.530257675,0.865,0.454,0.606,0.801,0.631,0.862,0.014,0.309,0.638,0.411
2023.0,D. Suárez,Detroit City,ST,1538.0,0.291,-4.619582546,0.379,0.191,0.525,0.259,0.567,0.553,0.716,0.234,0.011,0.0
2023.0,Z. Ryan,Loudoun United,ST,2519.0,0.27,-5.142105744,0.546,0.408,0.401,0.461,0.443,0.805,0.085,0.209,0.535,0.17
2023.0,E. Kizza,Pittsburgh Riverhounds,ST,1677.0,0.266,-5.158756738,0.408,0.202,0.397,0.362,0.106,0.879,0.348,0.177,0.28,0.089
2023.0,M. Salazar,Miami,ST,1791.0,0.259,-5.457289748,0.142,0.394,0.152,0.121,0.099,0.525,0.418,0.163,0.365,0.567
2023.0,E. Amoh,Hartford Athletic,ST,2070.0,0.252,-5.493057551,0.312,0.096,0.72,0.227,0.801,0.113,0.333,0.734,0.096,0.0
2023.0,C. Volesky,Monterey Bay FC,ST,2092.0,0.234,-5.798548559,0.571,0.496,0.426,0.606,0.298,0.408,0.103,0.316,0.411,0.567
2023.0,B. Morris,Detroit City,ST,2769.0,0.216,-5.986668192,0.241,0.39,0.174,0.326,0.177,0.33,0.05,0.333,0.383,0.348
2023.0,G. Hurst,New Mexico United,ST,1745.0,0.191,-6.299547395,0.355,0.273,0.213,0.479,0.206,0.479,0.326,0.131,0.28,0.248
2023.0,S. Guenzatti,Indy Eleven,ST,3217.0,0.184,-6.386020123,0.567,0.259,0.422,0.606,0.128,0.759,0.277,0.461,0.312,0.248
2023.0,C. Lancaster,Louisville City,ST,1516.0,0.16,-6.652629206,0.809,0.22,0.599,0.876,0.986,0.461,0.089,0.5,0.191,0.248
2023.0,S. Okoli,Monterey Bay FC,ST,1185.0,0.152,-6.681405401,0.284,0.177,0.319,0.415,0.578,0.174,0.096,0.294,0.33,0.17
2023.0,K. Murphy,Miami,ST,1948.0,0.121,-7.212049125,0.429,0.06,0.528,0.259,0.443,0.574,0.613,0.316,0.191,0.248
2023.0,C. Repetto,Miami,ST,1053.0,0.113,-7.252712392,0.394,0.131,0.351,0.103,0.167,0.961,0.011,0.177,0.043,0.0
2023.0,T. Bagley,Las Vegas Lights,ST,2525.0,0.103,-7.598806671,0.163,0.238,0.128,0.206,0.156,0.355,0.642,0.043,0.191,0.567
2023.0,A. Williams,Charleston Battery,ST,3074.0,0.099,-7.712672959,0.73,0.05,0.613,0.631,0.525,0.656,0.032,0.17,0.089,0.248
2023.0,Y. Matthews,Detroit City,ST,1081.0,0.092,-8.116602679,0.046,0.298,0.266,0.082,0.713,0.004,0.23,0.358,0.039,0.567
2023.0,P. Botello Faz,Las Vegas Lights,ST,1294.0,0.064,-8.977680841,0.521,0.113,0.876,0.387,0.489,0.23,0.035,0.61,0.131,0.089
2023.0,E. Sonupé,El Paso Locomotive,ST,1233.0,0.053,-9.462062408,0.216,0.089,0.209,0.387,0.504,0.103,0.213,0.227,0.131,0.17
2023.0,J. Dolling,Las Vegas Lights,ST,1280.0,0.021,-11.21009435,0.014,0.777,0.06,0.0,0.021,0.422,0.0,0.209,0.957,0.78
2024.0,D. Rivera,Tampa Bay Rowdies,ST,1294.0,1.0,17.91746011,0.645,0.972,0.695,0.812,0.908,0.16,0.968,0.989,0.812,0.926
2024.0,R. Serrano,Louisville City,ST,2750.0,0.947,10.72919822,0.426,0.996,0.521,0.479,0.606,0.355,0.95,0.241,0.979,0.996
